Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Weight,Sales
FDJ32,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,11,61
FDM56,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,17,110
FDB45,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,21,105
DRJ23,Low Fat,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,18,188
NCN06,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,8,163
NCF43,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,9,142
NCG07,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,12,189
NCB55,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,16,59
NCN30,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,16,97
FDF22,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,7,215
FDQ10,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,13,171
DRK13,Low Fat,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,12,198
DRL37,Low Fat,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,16,44
FDL38,Regular,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,14,90
FDV13,Regular,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,17,86
FDX04,Regular,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,20,46
FDF53,Regular,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,21,180
FDD21,Regular,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,10,115
FDO20,Regular,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,13,252
FDC21,Regular,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,15,110
FDV19,Regular,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,15,160
FDW43,Regular,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,20,226
FDO46,Regular,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,10,187
FDT10,Regular,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,17,61
FDB23,Regular,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,19,227
FDN60,Low Fat,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,15,157
FDU23,Low Fat,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,12,164
FDM13,Low Fat,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,6,133
FDB50,Low Fat,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,78
FDC04,Low Fat,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,16,243
DRF03,Low Fat,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,19,40
FDG53,Low Fat,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,141
FDP16,Low Fat,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,19,244
FDE08,Low Fat,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,18,147
FDQ44,Low Fat,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,20,121
DRJ47,Low Fat,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,18,174
NCO05,Low Fat,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,7,100
NCB54,Low Fat,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,9,127
NCJ29,Low Fat,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,11,87
NCE06,Low Fat,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,6,161
NCP14,Low Fat,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,8,103
NCH06,Low Fat,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,12,247
NCH55,Low Fat,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,16,128
NCN42,Low Fat,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,20,148
FDM03,Low Fat,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,108
FDK55,Low Fat,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,18,89
FDU39,Low Fat,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,19,59
NCO07,Low Fat,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,9,212
FDF22,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7,212
FDI46,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,253
FDD22,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,113
FDZ45,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,14,200
FDT45,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,16,56
FDL34,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,16,140
FDA45,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,21,177
DRI01,Low Fat,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,8,172
DRJ13,Low Fat,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,160
FDU47,Regular,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,142
FDB02,Regular,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,175
FDM50,Regular,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,59
FDC14,Regular,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,14,41
FDH50,Regular,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,15,183
FDD52,Regular,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,18,110
FDH04,Regular,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,6,91
FDH56,Regular,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,117
FDX31,Regular,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,20,234
FDO51,Regular,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,7,44
FDV22,Regular,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,15,156
FDJ21,Regular,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,17,147
FDP49,Regular,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,54
FDG35,Regular,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,21,174
FDR21,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,20,178
FDQ36,Regular,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8,38
FDE20,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,11,171
FDO20,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,13,252
FDZ20,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,16,256
FDK38,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,7,148
NCN53,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,5,34
FDN04,Regular,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,12,177
NCP42,Low Fat,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,9,192
FDY11,Regular,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7,65
FDW57,Regular,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,179
NCN07,Low Fat,Others,2011,OUT010,Tier 3,Small,Grocery Store,18,132
FDP28,Regular,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,14,260
FDR52,Regular,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,192
FDY56,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,16,226
FDR36,Regular,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,7,40
FDY22,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,16,144
FDP19,Low Fat,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,128
FDF20,Low Fat,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,13,197
NCB31,Low Fat,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,6,263
DRE12,Low Fat,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,5,112
DRK01,Low Fat,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,93
FDE20,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,11,168
FDJ34,Regular,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,126
NCV41,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,14,113
NCM19,Low Fat,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,13,113
FDP31,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,21,65
FDQ45,Regular,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,10,185
FDO21,Regular,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,12,226
FDQ24,Low Fat,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,16,253
FDD14,Low Fat,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,21,183
NCC54,Low Fat,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,18,242
FDZ40,Low Fat,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,9,53
NCM07,Low Fat,Others,2020,OUT017,Tier 2,High,Supermarket Type1,9,86
NCP50,Low Fat,Others,2020,OUT017,Tier 2,High,Supermarket Type1,17,81
NCJ31,Low Fat,Others,2020,OUT017,Tier 2,High,Supermarket Type1,19,242
FDF46,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,7,116
FDJ36,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,14,101
FDZ13,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,8,51
FDZ32,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,8,104
FDY40,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,16,48
NCM06,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,7,156
FDK24,Low Fat,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,46
NCL05,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,20,42
NCA29,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,10,172
NCP30,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,20,40
FDX58,Low Fat,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,13,182
FDW24,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,7,50
FDH48,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,14,86
FDF20,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,13,196
FDE22,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,10,159
FDK55,Low Fat,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,18,89
FDR11,Regular,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,10,161
DRC01,Regular,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,6,50
FDE11,Regular,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,18,184
FDW50,Low Fat,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,165
DRJ39,Low Fat,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,20,218
FDJ46,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,11,174
DRD24,Low Fat,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,14,141
FDR20,Regular,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,20,46
FDS33,Regular,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7,91
FDS12,Low Fat,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,9,128
FDR21,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,20,175
FDT44,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,17,118
FDD08,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,8,39
FDK02,Low Fat,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,118
FDR39,Low Fat,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,20,182
DRI03,Low Fat,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,6,175
FDJ52,Low Fat,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7,160
NCD42,Low Fat,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,36
FDY35,Regular,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,18,44
FDL13,Regular,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,14,231
FDD38,Regular,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,17,100
FDT26,Regular,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,19,120
FDE28,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10,228
FDO46,Regular,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10,190
FDP45,Regular,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,253
FDY27,Low Fat,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,6,177
FDY52,Low Fat,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6,63
DRN35,Low Fat,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,8,38
DRI47,Low Fat,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,15,144
NCT05,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,11,255
NCW17,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,18,127
FDA39,Low Fat,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,6,40
FDS25,Regular,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,7,109
FDC16,Regular,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,12,88
FDN28,Regular,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6,101
FDW03,Regular,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,6,105
FDJ21,Regular,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,17,144
FDD48,Low Fat,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,10,115
FDW13,Low Fat,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,8,50
DRD15,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,11,234
FDH32,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,13,97
NCT05,Low Fat,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,11,256
NCV30,Low Fat,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,20,61
FDW10,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,21,175
FDR36,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,7,44
FDV22,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,15,158
DRA59,Regular,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,8,183
FDI14,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,14,140
FDT37,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,14,255
FDX25,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,17,181
DRH03,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,17,92
FDA58,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,237
FDY35,Regular,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,18,44
FDH05,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,231
FDI41,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,146
FDO20,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,13,253
FDC57,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,20,193
FDT27,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,11,233
FDT34,Low Fat,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,9,107
FDK51,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,20,267
FDK04,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,7,55
NCZ53,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,10,189
FDV04,Regular,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,8,157
FDR22,Regular,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,19,112
FDO24,Low Fat,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,11,157
FDQ24,Low Fat,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,16,250
NCH29,Low Fat,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,6,96
NCW54,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,8,58
NCP30,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,20,40
FDQ46,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,8,111
FDY12,Regular,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,10,49
FDV38,Low Fat,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,19,54
FDJ53,Low Fat,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,120
FDE22,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,160
FDB14,Regular,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,20,95
FDU58,Regular,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7,188
FDB23,Regular,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,19,226
DRG27,Low Fat,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,40
FDD03,Low Fat,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,13,233
FDJ60,Regular,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,19,163
FDG52,Low Fat,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,14,48
FDU59,Low Fat,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,6,163
DRK39,Low Fat,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,7,82
DRL60,Low Fat,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,152
FDP48,Regular,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,183
FDA35,Regular,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,15,123
FDQ40,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,11,175
FDH44,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,19,147
FDJ21,Regular,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,17,145
FDB08,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,6,160
NCY18,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,7,173
NCR38,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,17,254
FDK21,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8,250
DRF01,Low Fat,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,6,148
FDA02,Regular,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,14,143
FDD40,Regular,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,20,192
FDM58,Regular,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,17,113
FDU24,Regular,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,7,94
FDS55,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,7,150
FDC45,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,17,172
FDB33,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,18,160
NCP42,Low Fat,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,9,194
NCL54,Low Fat,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,13,175
NCC07,Low Fat,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,20,104
FDP60,Low Fat,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,17,102
FDI14,Low Fat,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,14,140
FDJ07,Low Fat,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,7,118
DRD12,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,7,91
DRN37,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,10,166
DRF37,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,17,261
FDX35,Regular,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,5,228
FDP28,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,14,261
FDJ27,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,18,101
FDF10,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,16,146
DRC13,Regular,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,8,123
FDG12,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,7,121
FDH50,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,15,186
FDE20,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,11,168
FDU03,Regular,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,19,183
FDW59,Low Fat,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,13,83
FDN32,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,18,185
NCK05,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,20,61
NCJ18,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,12,119
NCE30,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,16,211
FDX15,Low Fat,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,17,160
FDT22,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10,58
FDR10,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,164
DRL49,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,13,142
FDF29,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15,132
FDT56,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,16,58
FDN03,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,10,250
FDW15,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,15,150
FDU51,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,20,176
FDQ14,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,9,148
DRC27,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,14,246
DRE03,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,20,46
FDD16,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,20,75
FDT03,Low Fat,Meat,2011,OUT010,Tier 3,High,Grocery Store,21,185
FDG47,Low Fat,Starchy Foods,2011,OUT010,Tier 3,High,Grocery Store,13,261
FDG60,Low Fat,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,20,233
FDS37,Low Fat,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,8,118
DRG03,Low Fat,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,14,154
FDB52,Low Fat,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,18,256
FDK40,Low Fat,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,7,263
NCZ53,Low Fat,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,10,187
NCP41,Low Fat,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,17,109
NCY42,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,6,144
NCO43,Low Fat,Others,2014,OUT013,Tier 3,High,Supermarket Type1,6,100
FDR46,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,17,145
FDW58,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,21,104
FDX36,Regular,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,10,225
FDM01,Regular,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,8,101
FDX38,Regular,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,10,49
FDH53,Regular,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,20,84
FDZ51,Regular,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,11,96
FDV57,Regular,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,15,180
FDV59,Low Fat,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,218
FDT02,Low Fat,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,13,33
DRD60,Low Fat,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,16,180
FDV35,Low Fat,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,20,155
FDK14,Low Fat,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,7,82
DRC27,Low Fat,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,14,246
NCL53,Low Fat,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,8,178
FDK26,Regular,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,5,185
NCP18,Low Fat,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,12,151
FDY58,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,12,227
NCB06,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,18,161
FDB36,Regular,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,5,133
FDR47,Low Fat,Breads,2011,OUT010,Tier 3,Small,Grocery Store,18,197
FDE10,Regular,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,7,130
DRK01,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,8,95
FDL22,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,17,91
